0,54.920635
100,99.365079
200,99.365079
300,99.365079
400,99.365079
500,99.365079
600,99.365079
700,99.365079
800,99.365079
900,99.365079
1000,99.365079
1100,99.365079
1200,99.365079
1300,99.365079
1400,99.365079
1500,99.365079
1600,99.365079
1700,99.365079
1800,99.365079
1900,99.365079
2000,99.365079
2100,99.365079
2200,99.365079
2300,99.365079
2400,99.365079
2500,99.365079
2600,99.365079
2700,99.365079
2800,99.365079
2900,99.365079
3000,99.365079
3100,99.365079
3200,99.365079
3300,99.365079
3400,99.365079
3500,100.0
3600,100.0
3700,100.0
3800,100.0
3900,100.0
4000,100.0
4100,100.0
4200,100.0
4300,100.0
4400,100.0
4500,100.0
4600,100.0
4700,100.0
4800,100.0
4900,100.0
5000,100.0
